Tarih;Tweet;Hashtag
May 30, 2023;"Deðerli basýn mensuplarý,

28 Mayýs’ta yapýlan cumhurbaþkanlýðý seçimlerinin 2. Turunu AK Parti genel baþkaný Recep Tayyip Erdoðan kazanmýþtýr. Bu seçimi Erdoðan sayýsý Türk vatandaþlarýndan gizlenen vatandaþlýk verilen yabancýlarýn oylarý olmadan kazansaydý kendisini tebrik ederdim. Ancak, Erdoðan seçimleri büyük ölçüde Türk halkýnýn seçme ve seçilme hürriyetini kýsýtlayan yabancý seçmen ithali ile kazanmýþtýr. Zafer Partisi Erdoðan’ý TEBRÝK ETMEMEKTE kararlýdýr.

Deðerli basýn mensuplarý,

Zafer Partisi Mayýs 2023 seçimlerinden istediði sonucu rakamsal olarak alamamýþtýr. Partimiz 1 milyon 529 bin 119 oy ile yüzde 2.2’de kaldýk. Sonucun böyle olmasýnda Türk siyasetinin “Erdoðan’a nefret” ve “Erdoðan’a sevgi” ekseninde Millet ve Cumhur ittifaklarýn þeklinde ikiye bölünmüþ olmasýnýn büyük etkisi olmuþtur. Bu duygu seli seçmenin rasyonel program üzerinden oy vermesini büyük ölçüde engellemiþtir.

Keza Zafer Partisi’ne uygulanan büyük medya ambargosu, anket firmalarýnýn bilinçli görmemezlikten gelme politikalarý bu sonucun doðmasýna katký vermiþtir. Partimizin seçim bütçesinin olaðanüstü küçük olmasý da bu sonucu ortaya çýkaran bir diðer faktördür. Bu aðýr þartlar altýnda çalýþan bütün Zafer Partisi teþkilatlarýna ve adaylarýna içten teþekkürlerimi sunuyorum.

Zafer Partisi’nin aldýðý oylar bizim mutlu etmemekle beraber aldýðýmýz sonucun politik sonuçlarý açýsýndan önemli bir baþarý olduðunu görüyoruz.
Zafer Partisi’nin öncülüðünde kurulan ATA ittifaký adayý Sinan Oðan yüzde 5.12 oy almýþtýr. Bu sayede Cumhurbaþkanlýðý seçimleri 2. Tura kalmýþtýr. Zafer Partisi’nin ATA ittifakýna öncülük yapmasý ile bölücü siyasetin ülke siyasetine þekil verme giriþimi baþarýsýzlýða uðratýlmýþtýr.

Zafer Partisi, siyasetten tasfiye edilmek istenen Atatürk çizgisinde Türk milliyetçiliðini tekrar siyasetin gündemine belirleyici güç olarak taþýmýþtýr.
Zafer Partisi, sürekli tartýþmaya açýlan Türkiye Cumhuriyeti’nin Anayasamýzýn ilk dört maddesi ve 66. Maddesinde dile getirilen kuruluþ felsefesini yapmýþ olduðu politik çýkýþ ile vazgeçilmez olarak Millet ve Cumhur ittifaklarýna teyit ettirmiþtir.
Zafer Partisi, terörle mücadele konusunda Millet ve Cumhur ittifaklarýna kararlýlýk gösterme gerekliliðini kabul ettirmiþtir.

Ve Zafer Partisi 2 sene önce hiç konuþulmayan 13 milyon sýðýnmacý ve kaçaðýn vatanlarýna dönmesi politikasýný Türk siyasetine kabul ettirmiþtir.
Özetle ýsrarla yok sayýlmak istenen, görmemezlikten gelinen Zafer Partisi Türk siyasetinin parametrelerini belirlemiþtir.

Bu süreçte Zafer Partisi olarak, bizimle görüþme talep eden Kýlýçdaroðlu ve Kurtulmuþ ile görüþmeler gerçekleþtirdik. Bu görüþmelerde odak noktamýz, Türkiye’nin ana sorunlarý ve çözüm yollarý üzerinde mutabakat aramak olmuþtur. Özellikle 13 milyon sýðýnmacý ve kaçaðýn vatanlarýna dönüþü konusunda muhataplarýmýzýn pozisyonunu anlamak istedik. CHP Genel Baþkaný Sayýn Kýlýçdaroðlu, Zafer Partisi’nin Anadolu Kalesi projesini kabul etti. Sayýn Numan Kurtulmuþ ise “Siz bize destek verin, biz halledelim” dedi.

Bu arada Sn. Sinan Oðan’ýn Cumhur ittifaký adayýna destek vereceðini açýklamasý, kiþisel siyasi tercihi olmuþtur.Bu açýklamanýn Zafer Partisini baðlamadýðýný daha önce dile getirdik. Ve biz Zafer Partisi olarak AKP hükümetlerinin yarattýðý yýkýmý durdurmak, enkazý kaldýrmak ve Milletimize çözüm yolunda taze bir baþlangýç yapmak için Sn. Kýlýçdaroðlu ile 2. Kez görüþtük. Bu görüþmeler neticesinde Cumhuriyetimizin kuruluþ ilkeleri ve felsefesinin savunulacaðýný teyit ettik.

Kimse anayasamýzýn ilk 4 maddesini, Türk Milleti tanýmýnýn yapýldýðý 66. Maddeyi sorgulayamaz.
Bu süreçte FETÖ, PKK ve IÞÝD’e karþý izlenecek stratejik bir terör mücadelesi,
Ülkemizi adeta dünyanýn lunaparký yapan Türk Milletinin kaynaklarýný sömüren 13 milyon sýðýnmacý ve kaçaðýn 1 sene içinde ülkelerine yollanmasý hususlarýný da kapsayan bir protokol CHP genel Baþkaný Sn. Kýlýçdaroðlu ve Zafer Partisi arasýnda imzalanmýþtýr.

Zafer Partisi ve CHP genel baþkaný Kýlýçdaroðlu arasýnda imzalanan bu protokol 2. Tur öncesi yepyeni bir sinerji yaratmýþ ve seçmene umut aþýlamýþtýr.
Zafer Partisi Genel Baþkaný olarak benim ve Zafer Partisi kadrolarýnýn saha ve sosyal medya çalýþmalarý, ittifak ortaklarýnýn daha önceki çalýþmalarýndan daha fazla etkileþim ve olumlu geri dönüþ almýþtýr.

2. Tur verilerine baktýðýmýzda seçime katýlým oranýnýn düþmesine raðmen Sn. Kýlýçdaroðlu’nun oy sayýsý ve yüzdesi artmýþ, ilk turda iki aday arasýnda bulunan yüzdesel makas, 2. Turda kazanmaya yetmese de Sn. Kýlýçdaroðlu lehine kapanmýþtýr.

Bu matematiksel durum bizlere Sn. Sinan Oðan’ýn oylarýnýn aðýrlýklý olarak Kemal Kýlýçdaroðlu’na yöneldiðini göstermektedir. Eðer bu süreçte elimiz kolumuz adeta baðlanmasa idi yarattýðýmýz olumlu etkinin çok daha yüksek olacaðýný düþünmekteyiz. Zafer Partisi 3.5 günlük süreçte üzerine düþeni yapmýþtýr.";
May 30, 2023;Zeytinburnu’nda yaþayan 17 yaþýnda bir genç kýzýmýz yazmýþ. Kendi yurdunda 2. Sýnýf vatandaþ hissediyor kendisini “Baþkaným merhabalar. Ben doðum günüm haziranda olduðu icin oy verememiþ 17 yasýnda bir Türk genciyim. Ýstanbulun merkezi konumunda bir sitede oturuyorum. Dün akþam saatlerinde e5te kutlama konvoylarý geçerken apartmanýmýn kapýsýnda arapça bir þeyler konusarak gülerek eðlenen suriyeli kýzlarý gördüm. Seçim kaybedildiði icin ben aðlýyordum, onlar gülüyordu. Bu hükümetin bize yaþattýðý çoðu þey benim aðrýma gitmedi belki ama dün ne hissettiðimi bir ben bir Allah bilir. Ben evime yürürken güvende hissetmiyorum karþýdan karþýya geçiyorum çünkü nereli olduklarýný bilmediðim yabancý erkek gruplarý volta atýyor ama onlar gülüp eðleniyorlar. Türk genci, Türk kadýný önceden hiç bu kadar aþaðýlanmýþ mýydý bilmiyorum ama ben daha önce hiç bu kadar aþaðýlýk hissetmemiþtim. Bu seçimde size güvendim sizi takip ettim fakat maalesef ki halkýmýzýn yarýsýndan fazlasý bu durumdan memnunmus demek ki. Kendi iradeleri diyip geçmek bize düþen. Paylaþabileceðim bir tek siz olduðunuzu düþündüðüm icin yazdým. Esenlikler dilerim.”;
May 30, 2023;Akçakoça’da yaþayan bir üniversite öðrencisinden gelen mesaj: “Hocam dün bir kýz arkadaþýmýza arasýnda benim ve bir kaç erkek arkadaþýmýnda olduðu gruba 3-5 çapulcu ya Afgan ya Suriyeli taciz cesaretini gösterdi . Kolluk kuvvetlerin bize onlara þiddet uyguladýðýmýz takdirde vereceði cezadan korkuyoruz . ( Gerekeni yaptýk yapmaya devam edeceðiz .) Devletimiz bizi deðil tacizde bulunan göçmeni koruyor . Lütfen artýk bu önümüzdeki 5 yolluk iktidar rejiminde kardeþimizi sevgilimizi eþimizi nasýl koruyacaðýz yol söyleyin vardýr bir planýnýz .”;
May 29, 2023;Suriye’nin kuzeyinde Azez’de sevinç gösterileri yapýlýyor. Neden? Çünkü Türk halký Suriye’nin kuzeyinde yaþayan milyonlarca kiþinin ilaç, saðlýk, eðitim, gýda giderlerini karþýlamaya devam edecek. Maaþlarý biz ödeyeceðiz. Adamlar sevinmesin de kim sevinsin?;
May 29, 2023;Afganistan savaþý Pakistan’ý aðýr þekilde tahrip etti. Afganistan ve Pakistan o kadar iç içe geçtiler ki, Amerikalýlar Af-Pak deyimini ürettiler. Suriye iç savaþý Türkiye üzerinde benzer etkiler yaptý. Türkiye’yi çok boyutlu yýprattý. Dün yaþanan sonuçtan sonra Batý’da “Sur-Tür” deyimini daha sýk duyacaðýz. Çünkü Suriye Türkiye’nin içine doðru büyüyor. Halen Suriye’de BAAS milliyetçiliðinden farklý bir Suriye milliyetçiliði geliþiyor. BAAS milliyetçiliði Hatay’ý talep ederken, Suriye milliyetçiliði Mersin-Mardin hattýný Arap topraðý olarak görüyor. Suriye milliyetçiliði Türkiye’yi kana bulayacak. Zafer Partisi bu süreci doðru analiz eden ve doðru politikalarý öneren tek parti. Zafer Partisi’ne gel, mücadele et. Yurdunu savun. Ülkende 2. Sýnýf vatandaþ olma.;
May 29, 2023;Suriyeliler Ümraniye’de de Zafer Partisi bayraklarýna saldýrýyorlar. Bu daha baþlangýç.;
May 29, 2023;Suriyeliler iþgali kutluyor. Ýþgale direnen Zafer Partisi’nden nefret ediyorlar. Siz AK Partililer neyi kutluyorsunuz? Suriyeliler için harcayacaðýmýz yýlda 11 milyar dolarý mý? Suriye’nin kuzeyinde þehit olacak askerlerimizi mi? Sokaklarda taciz edilecek kýzlarýmýzýn acýsýný mý? Suriye kaynaklý uyuþturucu çetelerinin çocuklarýmýza uyuþturucu satmasýný mý? Kiralarýn yükselmesini mi? Hayatýn pahalýlaþmasýný mý? Yarýn veya 3 gün sonra gerçekleþecek dövizin kontrol edilemez yükseliþini mi? Elimizde son kalan devlet kuruluþlarýnýn satýlmasýný mý? Siz neyi kutluyorsunuz kardeþler.;
May 28, 2023;"Sýðýnmacýlar seçim sonuçlarýndan ötürü sevinç gösterisi yapýyorlar. Onlarda bu sonuçlar ile Türkiye’ye daha fazla yerleþtiklerini biliyorlar. Çünkü Seçmenin yüzde 52’si 13 milyon sýðýnmacý ve kaçaðýn ülkemizde kalmasý ve yenilerinin kolaylýkla gelmesini saðlayacak þekilde oy verdi. Bu sonuç için biz ve gelecek nesiller bugün düþünebileceðimizden çok daha aðýr bedeller ödemek zorunda kalacaðýz. Durdurmak hala mümkün ama bu sefer doðru politika ve doðru parti ile; Zafer Partisi ile";
May 28, 2023;Türk vatandaþlarý ne kadar az oy kullanýrsa ÇAKMA Türk vatandaþlarý Suriyeli, Mýsýrlý vs. Ülkenizin, sizin ve çocuklarýnýzýn kaderini o kadar çok etkileyecek. Haydi sandýða gidelim, kaderimizi elimize alalým. ;
May 27, 2023;Kanal Ýstanbul projesi iptal edildi. Yeni proje 13 milyon sýðýnmacý ve kaçak gidiyor.;
May 27, 2023;"Ýstanbul, Taksim Ýstiklal Caddesi'nde Afgan bir erkek dans ediyor. Ancak bu dans, bildiðimiz danslardan deðil... Erkek çocuklarýnýn istismar edildiði ve dans ederek diðer erkekleri eðlendirdikleri ""Bacha Bazi"" geleneði Türkiye'ye ulaþtý. Sadece kadýnlarýmýz deðil, erkek çocuklarýmýz da tehlikede!";
May 27, 2023;Eðer 5 sene sonra çocuklarýnýn sana gelip “Sana hakkýmý helal etmiyorum. 2023 seçimlerinde attýðýn yanlýþ oy ile hayatýmý kararttýn” demesini istemiyorsan ÝZLE ve doðru karar ver. ;
May 27, 2023;Suriye’nin kuzeyinde Cerablus, Afrin, El Ban ve Aziz’den oluþan 12.000 km2 bir alaný TSK kontrol ediyor. Bu bölgede 2.2 milyon Suriyeli yaþýyor. Ayrýca Türk birliklerin olduðu ancak kontrolümüz altýnda olmayan Ýdlib’te 3.1 milyon Suriyeli yaþýyor. Idlib deðiþik terör örgütlerinin kontrolü altýnda. 2 sene önce Türkiye’nin yaptýðý bir konteynýr kent Rus hava kuvvetleri tarafýndan vuruldu. Rus bombalarý düþünce öyle bir patlama oldu ki, bombalar ile izah etmek mümkün deðildi. Meðer konteynýr kentin altýnda Ahrar’ül Þam örgütünün cephaneliði varmýþ. Özetle Ýdlib’te duruma bu kadar hakimiz. Öte yandan 1 milyon Suriyeliyi yollayacaðýz diye Erdoðan’ýn açýkladýðý proje 60-80-100 metrekarelik dairelerden oluþuyor. Daha yeni 5000 dairelik kompleksin temeli atýldý. Ýnþaat meþhur bir yardým kuruluþunun altkolu olan þirketlere verildi. 1 milyon kiþinin dönmesi aslýnda hayal. Dönse bile terör ve uyuþturucu örgütlerinin kontrolünde bir bölgenin parçasý olacaklar. Yine Türkiye bakmaya devam edecek. 1 milyon rakamý sadece algý. Sadece son 2 ayda 200 bin Suriyeliye vatandaþlýk verildi. 5 sene sonra Türkiye’den yollanacak Suriyeli kalmayacak çünkü hepsi Türk vatandaþý olacak. Hangi partiye oy verirseniz verin ancak atalarýnýzýn kaný ile alýnmýþ bu topraklardan bu kadar kolay vazgeçmeyin. Bu seçimde bir kiþi seçmiyoruz. 13 milyon sýðýnmacýyý geri mi yollayacaðýz yoksa bakýp besleyerek ülkemizi iþgal mi ettireceðiz onu oyluyoruz. Lütfen yanlýþ yapmayýn ve bana güvenin. Hepsini vatanlarýna hukuka uygun þekilde ve insani þartlarý saðlayarak yollayacaðým. Bunun için Kemal Kýlýçdaroðlu’na oy verin.;
May 27, 2023;Sevgili gençler, 28 Mayýs’ta Türkiye’nin göçmenistan olmamasý için sizin desteðinize ihtiyacýmýz var. Ülkemizi geri alalým.;
May 26, 2023;Büyük Türk Milleti, AKP zihniyeti ve Tayyip Erdoðan, ülkemizi hem demografik hem de ekonomik bir felakete sürüklemeye devam ediyor. Türkiye'de yaþamak her geçen gün daha zor ve daha tehlikeli hale geliyor. Bir yandan Türkiye'nin yetiþmiþ iþ gücü, yaþamak için Türkiye'yi terk ederken, diðer yandan seçimi kaybedeceklerini anlayan AKP'nin Türkiye'nin baþýna bela ettiði rantçý çete mensuplarý Türkiye'den kaçmaya hazýrlanýyor. Tüm bunlar olurken, Zafer Partisi Genel Merkezi'ni ziyaret ederek, Cumhurbaþkanlýðý seçimlerinin ikinci turunda Kemal Kýlýçdaroðlu'na desteðini açýklayan Milliyetçiler Dayanýþma Platformu adýna Sayýn Yaþar Okuyan, Sayýn Salih Dilek, Sayýn Salih Kýlýç, Sayýn Mesude Atýlgan ve Sayýn Mustafa Aydýn ve Türkiye'nin dört bir yanýndan destek mesajlarýný ileten Türk Milliyetçileri ve Atatürkçülere teþekkür ederim.;#OyumKemalKýlýçdaroðluna
May 26, 2023;Gidecekler.;
May 26, 2023;Türkiye’de yapýlacak seçimler ile ilgili olarak büyük bir ihtimal ile Suudi Arabistan’da konuþan bu imam Erdoðan’a oy vermek vacip (metinde farz yazýyor) diyerek Erdoðan için oy istiyor. Türkiye, Ortadoðu olmasýn, göçmenistan olmasýn diyorsan Kýlýçdaroðlu’na oy ver. Zafer Partisi sýðýnmacýlarý yollasýn.;
May 25, 2023;Sana söz! 13 milyon sýðýnmacý ve kaçak vatanlarýna gidecek.;
May 25, 2023;Bela geliyorum diyor. Ülkemizi koruyalým;
May 25, 2023;Sevgili Gençler, Kahramanmaraþ ve Hatay'da meydana gelen depremde yaralarý siz sardýnýz, organizasyonu siz yaptýnýz, gövdenizi enkazýn altýna siz soktunuz. Bugün ise vatanýmýz 13 milyon sýðýnmacý ve kaçaðýn iþgali ile ellerimizden alýnmak isteniyor. Türkiye'nin Göçmenistan olmasýný istemiyorsanýz ve Türkiye'nin Türkiye olarak kalmasýný, sokaklarýmýzýn güvenli olmasýný, temel gýda fiyatlarýnýn ucuzlamasýný, kiralarýn düþmesini istiyorsanýz 28 Mayýs'ta Kemal Kýlýçdaroðlu'na oy verin!;#VatanýnýSevenSandýðaGelsin
May 25, 2023;28 Mayýs bir referandum. 13 milyon sýðýnmacý gitsin mi kalsýn mý? Erdoðan dersen kalacaklar ve sayýlarý artacak. Kýlýçdaroðlu dersen gidecekler ve yenileri gelmeyecek. Kýlýçdaroðlu’nun bu sözüne kefilim. yollayacaðýz. ?;
May 24, 2023;Zafer Partisi olarak, Cumhurbaþkanlýðý seçimlerinin ikinci turunda 13 Milyon sýðýnmacý ve kaçaðý yollayacak programlara destek veren, Millet Ýttifaký Cumhurbaþkaný Adayý Sayýn Kemal Kýlýçdaroðlu'nu destekleme kararý aldýk. 28 Mayýs'ta;#VatanýnýSevenSandýðaGelsin
May 24, 2023;Türkiye göçmenistan olmayacak. 29 Mayýs 2023’de Türk halký ülkesini geri almaya baþlayacak. ;
May 24, 2023;Öncelikle elinize saðlýk gençler. Size Zafer Partisi’ndeki þablonlarý da verelim. Ve söz ben Ýçiþleri Bakaný olarak yollayacaðým. Ancak sadece Suriyeliler deðil Türkiye’yi dünyanýn lunaparký zanneden, kadýnlarýmýza cariye muamelesi yapan, sokaklarýmýzý uyuþturucu cennetine çeviren, selefi cihatçý örgütlenme yapan ve yýlda 11 milyar dolarýmýzý yiyen herkes gidecek. Bugün saat 11.00’i bekleyin;
May 22, 2023;Atatürk çizgisinde Türk Milliyetçiliði zemininde kurulan Zafer Partisi'nin Genel Baþkaný olarak, kuruluþ ilkelerini koruma (Anayasa 1-4 Md. Ve 66 Md.) ve terörle etkin mücadele için gerekenlerin yapýlmasý, 13 milyon sýðýnmacýnýn geri dönmesinin saðlanmasý ile ilgili þartlarý içeren, Türkiye Cumhuriyetini daha ileri taþýma gayesiyle oluþturduðumuz mutabakat metnini, iþ birliði esaslarý çerçevesinde CHP Genel Baþkaný Sn. Kemal Kýlýçdaroðlu'na sundum. Millet ittifaký paydaþlarýnýn onayýný almasý gerektiðini ifade etti. Kendisi, yarýn saat 11.00’de yapacaðým basýn toplantýsýna kadar, Millet Ýttifakýnýn umarým olumlu cevabýný iletecek. Büyük Türk Milleti’ne arz ederim.;
May 22, 2023;Dün akþam Kocaeli Darýca Sýrasöðütler Mahallesinde 3 Türk genci Suriyeliler tarafýndan býçaklanmýþ.Doktorun söylediðinde göre Suriyeliler bu iþin eðitimini almýþlar.Normal býçak yarasý deðilmiþ.Tavýr almak için kendi çocuðumuzun býçaklanmasýný beklemeyelim.;
May 21, 2023;Verilen vatandaþlýklarýn hepsinin iptal edilmesini istiyorsan Zafer Partisi’ne destek ol, üye ol ve birlikte mücadele et, ülkeni savun.;
May 21, 2023;Türkiye dünyanýn lunaparký olunca Türk kýzlarý ve çocuklarý sapýklar için oyuncak oluyor.;
May 21, 2023;Türkçe bilmeyen, Türkiye’de yaþayan/yaþamayan Erdoðan ve AKP’den baþka genel baþkan ve parti tanýmayan yüzbinlerce Türk vatandaþlýðý almýþ Arap bu seçimlerde kaderimizi belirledi. Zafer Partisi’nin vatandaþlýk alanlara 10 yýl seçme/seçilme hakký verilmesini engelleyen yasa deðiþikliði teklifi muhalefetten ilgi görmedi.;
May 19, 2023;Yine Bursa. Bursa sýðýnmacý sorununu en aðýr yaþayan illerimizden birisi. Saldýrganlardan birisi “ateþ etmeyin” diyor. Yani saldýrganlar silahlý. Sosyolojik olarak kesin olan husus bir gün herkesin Zafer Partili olacaðý. Umarým geç kalmadan olurlar.;
May 17, 2023;Deðerli Türk kamuoyu, Suriyeli sýðýnmacýlar sadece Türkiye’de vatandaþlýk alýp bizim, ülkemizin, çocuklarýmýzýn kaderini belirlemiyorlar. Bu Müslüman Kardeþler örgütü üyeleri gibi Türk Milliyetçisi, Atatürkçü siyasetçilere operasyon yapýyorlar. Þempanzenin bir týk üstü bir zeka seviyesinin ürünü olan bu videolarý akýl ve ruh saðlýðýnýzý koruyarak izleyin lütfen. Bu kiþilere karþý hukuki yollara baþvurulduðunu ayrýca Dýþiþleri Bakanlýðý ile görüþüleceðini ifade edeyim;
May 17, 2023;Bursa’nýn Suriyelilerin yaþadýðý Çarþamba semtinde tost ve köfte dükkaný olan esnafýn durumu. Yazýk deðil mi bu insanýmýza!? Geçmiþ olsun kardeþim. Ancak sadece saldýran Suriyeli suçlu deðil. Duyarsýz kalan herkes suçlu. ?;
May 16, 2023;Sevgili Gökçe, Atatürk’ün fikirlerinden taviz vermeden, Türk olduðumuz için özür dilemeyip aksine “Ne mutlu Türk’üm diyene” ilkesi ile siyasetimizi þekillendirmeye devam edeceðiz. Ülkemizi sýðýnmacýlardan, devletimizi tarikat/cemaatlerden geri almak için verdiðimiz mücadeleyi kararlýlýkla sürdüreceðiz. Sevgilerimle genç kardeþim. ;
May 15, 2023;Sevgili Zafer Partililer, Cumhuriyetimizin 100. Yýlýnda Atatürk’ün ruhunu þad edecek bir sonuç alamadýðým ve sizleri zafere götüremediðim için hepinizden özür dilerim. Evet, seçimlerin 2. Tura kalmasýný saðladýk. Ancak bu sonucu bir baþarý olarak görmüyorum. 13 milyon sýðýnmacý ve kaçaðýn yaþadýðý bir ülkede daha fazla oy almalýydýk. Ve artýk ne yazdýk ki, bu 13 milyon sýðýnmacý ve kaçaðýn vatanlarýna dönmesi çok daha zor hale gelmiþtir. Hepinize çok aðýr þartlar altýnda göstermiþ olduðunuz çaba ve sizin deðil benim uðramýþ olduðum maðlubiyete raðmen açýkladýðýmýz destek mesajlarý için teþekkür ediyorum. 2. Turda Türkiye’nin ve Türk Milleti’nin güvenliði için gereken adýmlarý Dr. Sinan Oðan bey ile birlikte gereken adýmlarý yetkili kurullarýmýzda görüþerek atacaðýz. ;
May 14, 2023;Zimbabve’den 4 sene önce gelmiþ. Ne güzel ve düzgün Türkçe konuþuyor.;
May 13, 2023;"Büyük Türk Milleti, 1920 Anayasasý'ný çýkýþ noktasý yapalým diyen iki ittifak ve Yeþil Sol Parti var. Bu ittifaklarýn ve Yeþil Sol Parti'nin amacý, anayasanýn ilk 4 maddesini deðiþtirmek ve anayasadan Türk ifadesini kaldýrmaktýr. Buna engel olmak istiyorsanýz oyunuzu Zafer Partisi'ne verin. Memleket Partisi Genel Baþkaný ve Cumhurbaþkaný Adayý Muharrem Ýnce'ye yapýlan psikolojik operasyon, FETÖ'nün halen ne kadar güçlü olduðunu bir kez daha gösterdi. FETÖ bu kaset kumpasýný daha önce Deniz Baykal ve MHP Genel Baþkan Yardýmcýlarýna da yapýlmýþtý. FETÖ ile eskiden güçlü baðlarý olan siyasetçiler, þimdi farklý partilerden meclise girmeye çalýþýyorlar. TBMM'de grup kuracak kadar etkin bir FETÖ yapýsýyla mücadele edilmesini istiyorsanýz Zafer Partisi'ne oy verin! Yoksa bir sabah uyandýðýnýzda devletin yeniden FETÖ tarafýndan iþgal edildiðini görürüz. Kýymetli Generaller, Subaylar, Astsubaylar, Uzman Çavuþ Kardeþlerim, Polis ve Jandarma kardeþlerim, Deðerli Ýstihbaratçý arkadaþlarým, Deðerli Yargý Mensuplarý, Sizlerin ve aileleriniz TBMM'de FETÖ, PKK, Hizbullah'a karþý sesi olmak ve mücadele etmek için sizin ve ailelerinizin oyunu istiyorum. FETÖ'ye karþý sizler en ön safta mücadele ediyorsunuz, gelin birlikte mücadele edelim. Sakýn AKP'ye güvenmeyin, yarýn ilk fýrsatta sizi FETÖ'ye teslim ederler... Deðerli yurttaþlarým, Türkiye'nin Göçmenistan olmasýný istemiyorsanýz, 13 milyon sýðýnmacýnýn vatanlarýna dönmesini istiyorsanýz, sýðýnmacý ve kaçaklarýn aldýklarý ilacýn parasýný siz ödemek istemiyorsanýz Zafer Partisi'ne oy verin! Sevgili Esnaf Kardeþlerim, Sizleri AVM ve zincir marketlere karþý mükemmel bir lojistik sistemi ile destekleyeceðiz. Kýymetli vatandaþlarým, Suriye'de Suriyelilere bedava ev yapýp, depremzedelere yaptýðý evlerin parasýný isteyen AKP yüzsüzlüðüne karþý, devletin tüm imkanlarýný seferber edip, tüm depremzedelerin yýkýlan evlerinin yerine yapýlan evleri ücretsiz vereceðiz. Bu yüzden Zafer Partisi'ne oy verin Türkiye'nin milli güvenliði konusunda bana güvenin!.. Tek hedefim, Türkiye'nin ve çocuklarýmýzýn güvenliðidir. Bu konuda gereken her þeyi yapacak Dr. Sinan Oðan ve Zafer Partisi'ne oy verin... Atatürk'ün dediði gibi; ""Türk Milleti zekidir...""";
May 13, 2023;Sevgili Gaziantepliler, þehriniz ve ülkeniz göçmenistan olmasýn.;
May 12, 2023;Nizip Zafer diyor. O kadar yoðun bir dalga yaþanýyor ki CHP broþürü daðýtan gençler bir yandan AK Parti’ye 20 yýldýr o verenler diðer yandan bu sefer Zafer Partisi diyorlar. Ve ekliyorlar: Suriyelileri yolla.;
May 12, 2023;2011’den buyana 13 milyon sýðýnmacý ile ülkesini, þehirlerini, caddelerini, sokaklarýný, parklarýný, hastahanelerini, olullarýný, parasýný ve sofrasýný paylaþan Türk halký Erdoðan’ýn zulmüne maruz kalmaktadýr. Zafer Partisi sýðýnmacýlarý ve kaçaklarý vatanlarýna yollayacak.;
May 11, 2023;Adým adým gezdiðimiz Gaziantep'in karýþ karýþ iþgaline 14 Mayýs'ta tüm Gaziantepliler dur diyecek! Zafer Partisi gelecek, tüm sýðýnmacý ve kaçaklar gidecek! ;#ZaferMeclise #AtaÝttifaký #OAnGeliyor
May 11, 2023;Zafer Partisi Ýstanbul seçim müþahidi olmak isteyenler bu telefon numarasýný arayabilir. 0506 250 40 68. 14 Mayýs 2023’de Türkiye’nin göçmenistan olmasýný engellemek isteyen bütün Atatürk çizgisinde Türk milliyetçilerini göreve davet ediyorum.;
May 10, 2023;AK Parti seçim aracý Gaziantep’te Arapça þarkýlar çalarak dolaþýyor. Tabii artýk vatandaþlýk alan Suriyelilerden de oy alacaklar.;
May 9, 2023;Uyuþturucu en büyük tehditlerden birisi. 13 milyon sýðýnmacý, Ýstanbul depremi ve uyuþturucu. Bu 3 tehdit ile sadece Zafer Partisi mücadele politikasýna sahip;
May 9, 2023;Sevgili Gökhan, güvenli bir Ýstanbul ve Türkiye senin hakkýn. ;
May 9, 2023;Cumhurbaþkaný adayýmýz Sayýn Sinan Oðan ile Gaziantep’te ziyaretler gerçekleþtirdik. Gaziantep “yeter artýk sýðýnmacýlar gitsin” diye haykýrýyor. Gaziantep bir oy Zafer Partisine, bir oy Sinan Oðan’a verecek ve sýðýnmacýlarý yollayacak. ;
May 9, 2023;Sevgili polis kardeþlerim, yýllarca Akademi’de ve kurslarda ders verdim.  Varoþlarda gece-gündüz birlikte dolaþtýk. Yýllarca beni Türkiye’nin düþmanlarýna karþý korudunuz. Siz beni, ben sizi tanýyorum. Söz, Cumhuriyet polisinin sahip olmasý gereken bütün imkanlarý oluþturup, Atatürk Cumhuriyetini birlikte savunacaðýz. Ülkemizin 13 milyon sýðýnmacý ve kaçak ile iç savaþa sürüklenmesine izin vermeyeceðiz. Allah’a emanet olun. ;
May 8, 2023;Sevgili Ayþe, Zafer Partisi Türkiye’nin göçmenistan olmamasý için mücadele ediyor. ;
May 8, 2023;Gaziantep'in iþgalini sona erdiren Þahinbey'in anýt mezarýný ziyaret ettik. Ardýmýzda bir anýt mezar olmasa dahi Gaziantep'in yeniden iþgalini durduracaðýz. Yaþasýn #ZaferPartisi, Yaþasýn #AtaÝttifaký, Yaþasýn #Gaziantep.;#ZaferPartisi #AtaÝttifaký #Gaziantep
May 8, 2023;Durdurmak istiyorsan Zafer Partisi’ne oy ver.;
May 8, 2023;"Cumhurbaþkaný Adayýmýz Dr. Sinan Oðan bey ile birlikte Gaziantep halkýyla buluþtuk. Gaziantep, iþgalden kurtulmak için Zafer diyor ve biz de söz veriyoruz; ""Gaziantep'i sýðýnmacý ve kaçaklarýn iþgalinden kurtaracaðýz!""";#AtaÝttifaký #ZaferPartisi #OAnGeliyor
May 8, 2023;Sevgili Aycan, Gülay, Ayþe, Asena, Sevda, Gönül, Ayþenur, Nihal ve diðerleri Türkiye  Ortadoðu olmasýn.;
